trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.40160646529781563}",20,3,-52.05751770348356,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.3995984329713266}",30,22,-8.040823903507672,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.39760044080646995}",20,0,-116.89057999379528,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.39561243860243755}",20,0,20.630133104060135,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.3936343764094254}",20,0,-21.958204074739132,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.39166620452737827}",30,13,15.1140315174217,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.3897078735047414}",25,2,-26.436559257101447,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.38775933413721764}",20,0,-34.600142151450335,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.38582053746653155}",20,3,-33.50015943114294,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.3838914347791989}",35,12,-10.866397548950381,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.38197197760530294}",20,0,-42.85756263500447,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.3800621177172764}",20,2,-26.1075942454395,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37816180712869}",30,0,-50.187836732655114,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.37627099809304654}",35,23,8.472247535180422,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.3743896431025813}",20,13,-18.275233933498967,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.37251769488706843}",20,1,-45.09560676600172,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.3706551064126331}",30,7,3.3970654062194328,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.3688018308805699}",25,4,-25.83753739700974,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.36695782172616703}",20,0,3.6643086433739134,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.3651230326175362}",25,15,17.63391740251639,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.36329741745444855}",25,20,10.189931889188113,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3614809303671763}",30,11,-16.415181520561113,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.3596735257153404}",35,24,-23.17638118104652,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.35787515808676373}",20,8,-30.677360798371392,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.35608578229632987}",25,5,-20.25803732307321,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.35430535338484825}",20,0,-36.59467048273403,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.352533826617924}",20,4,19.076246279164785,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3507711574848344}",25,0,-35.65557555519847,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.3490173016974102}",20,0,3.774341951864707,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.34727221518892315}",25,16,11.551667036164227,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.34553585411297855}",25,0,33.32680831737989,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.3438081748424136}",25,16,-22.852829619643288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.34208913396820156}",20,0,-35.090713061566404,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.34037868829836054}",25,11,16.183204315717887,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33867679485686875}",30,13,-27.573311172088413,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.3369834108825844}",20,6,12.375889107892363,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.33529849382817145}",30,20,-38.04144341940186,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.33362200135903064}",25,18,6.017060675090262,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.33195389135223546}",20,12,2.9986505254120885,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.3302941218954743}",25,2,-31.95862306896639,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.3286426512859969}",35,22,-42.041065521620126,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.32699943802956694}",20,2,20.7526724103197,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.32536444083941907}",20,5,21.553605340924687,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.323737618635222}",25,17,0.22459383766169871,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.3221189305420459}",25,19,5.083834492928116,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.32050833588933564}",20,1,-71.63632617417446,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 2}",1
229,False,"{'a': 0.5, 'e': 0.31890579420988896}",25,9,29.789378951540563,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.3173112652388395}",20,2,25.733590860661398,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3157247089126453}",20,2,-18.04795838552858,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3141460853680821}",25,14,14.928132291669732,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31257535494124167}",20,5,-11.732107706688115,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.3110124781665355}",20,0,-109.37924928741589,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
235,False,"{'a': 0.5, 'e': 0.3094574157757028}",20,2,16.550119526699234,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30791012869682427}",25,8,-58.449421765683375,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
237,False,"{'a': 0.5, 'e': 0.30637057805334017}",25,15,0.2542417590888828,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3048387251630735}",25,6,31.109740544033222,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.30331453153725807}",20,14,11.893457969086334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.3017979588795718}",30,18,-50.319688986959925,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.30028896908517394}",30,4,11.47768931195099,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2987875242397481}",20,3,-16.808843912758995,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.2972935866185493}",20,0,-41.220418097874216,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.29580711868545656}",20,16,7.8771810833561995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.2943280830920293}",35,3,6.906139462962867,"{0: 28, 1: 0, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.29285644267656913}",20,12,0.5896245844167234,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.2913921604631863}",20,0,-15.187694331528158,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.2899351996608704}",20,2,-49.33268458341576,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.288485523662566}",25,11,25.56132442015887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.2870430960442532}",20,15,-3.383467587540946,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.2856078805640319}",20,0,13.207767257863777,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.28417984116121175}",35,19,23.215556652773294,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.2827589419554057}",35,14,-8.468879185962068,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.28134514724562865}",20,5,24.962507891172415,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.2799384215094005}",20,7,-18.836392210682295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.27853872940185354}",20,14,-2.1803187564187674,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.27714603575484426}",30,14,-29.118787260601145,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.27576030557607}",25,16,-46.57436029905432,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.2743815040481897}",30,19,11.805962408642532,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2730095965279487}",20,3,25.50673631076673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.271644548545309}",20,3,14.322565913630525,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.27028632580258244}",25,12,-49.369365171878584,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.2689348941735695}",25,15,19.21960717446407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.2675902197027017}",20,14,10.689616818654214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.26625226860418816}",20,5,9.003339062328612,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26492100726116724}",20,8,11.989089138849216,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.26359640222486136}",25,8,-35.51962171557276,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.2622784202137371}",30,19,14.15707736264359,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.26096702811266836}",20,3,-87.06975920239309,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
270,False,"{'a': 0.5, 'e': 0.259662192972105}",25,0,21.573713199661423,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.2583638820072445}",30,20,-31.365323010410634,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.2570720625972083}",25,15,-30.21057444009634,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.25578670228422223}",25,0,-73.05782683935286,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.2545077687728011}",20,0,-34.77641644579842,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.25323522992893716}",20,3,-12.036305957933749,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.25196905377929246}",35,9,13.595272422367824,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.25070920851039596}",20,7,-62.5570575922932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
278,False,"{'a': 0.5, 'e': 0.249455662467844}",20,2,10.430943651269146,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24820838415550478}",20,13,12.597843190454778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24696734223472724}",25,20,8.032288472696234,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.2457325055235536}",25,10,14.140888723839236,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24450384299593586}",20,7,23.624555945041394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24328132378095618}",30,17,-1.1567119975055817,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.2420649171620514}",20,12,15.36442978451939,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.24085459257624114}",20,3,16.393627932883785,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23965031961335992}",20,4,-18.80430938244033,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.23845206801529312}",35,9,-26.0229316570629,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.23725980767521665}",30,0,-10.646339958086422,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.23607350863684057}",30,13,12.299997355704045,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23489314109365636}",20,11,5.089133932722924,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23371867538818808}",30,0,-4.160492354867298,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.23255008201124713}",20,3,11.22431653777257,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.2313873316011909}",20,6,16.179898323836476,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.23023039494318495}",25,9,15.242874134710533,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22907924296846902}",30,20,2.15068588168966,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22793384675362668}",20,14,11.460616785637402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22679417751985856}",20,6,16.102772798175266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22566020663225925}",25,0,-14.001576545072833,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.22453190559909794}",25,18,-14.868765090123018,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22340924607110246}",25,0,-24.88608265920046,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.22229219984074694}",20,8,21.782909063177332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.2211807388415432}",25,0,28.14035467199875,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.2200748351473355}",30,17,-32.559618577137236,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.2189744609715988}",25,14,7.8150008503391195,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21787958866674081}",20,10,0.8269723053272333,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.2167901907234071}",25,11,22.19503517522558,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.2157062397697901}",25,16,-39.826737810213594,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.21462770857094113}",20,5,-35.90754062183164,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.21355457002808642}",20,0,-7.52851052830094,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.212486797177946}",30,12,-26.1367880335649,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
311,False,"{'a': 0.5, 'e': 0.21142436319205626}",25,14,13.246331298003934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21036724137609597}",25,18,13.572786815830273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20931540516921548}",20,12,-2.774317674713645,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20826882814336942}",20,3,5.621361448907193,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20722748400265256}",30,18,10.312049551137427,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.2061913465826393}",25,1,18.441745125379256,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.20516038984972612}",20,1,0.660542945091463,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20413458790047748}",20,3,-12.655088446635055,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.5, 'e': 0.20311391496097508}",30,3,19.83578770617301,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.20209834538617022}",20,12,12.687391528391354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20108785365923937}",20,11,18.510399703474747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.20008241439094315}",20,9,21.553239179525303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19908200231898845}",20,6,-8.9238067067062,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.1980865923073935}",25,7,19.18032367759076,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19709615934585653}",35,10,-2.4217393419038853,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.19611067854912725}",30,22,13.289045551356224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.19513012515638162}",25,15,-43.809959315932076,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.1941544745305997}",30,3,20.815294683820234,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.1931837021579467}",25,11,13.230003347706909,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19221778364715697}",30,10,9.504936927428497,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19125669472892118}",20,0,31.240357383002358,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.19030041125527658}",20,12,17.661415341801064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.1893489091990002}",20,9,21.90303648952698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1884021646530052}",30,12,17.721776313053716,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18746015382974016}",25,11,16.52275088232694,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18652285306059146}",25,13,4.85186762157407,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.1855902387952885}",30,4,1.0587168427179787,"{0: 24, 1: 0, 2: 0, 3: 2, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.18466228760131206}",25,14,19.730720900485153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.1837389761633055}",20,1,14.60866925693655,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18282028128248898}",25,18,10.724900327754083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18190617987607652}",30,20,-22.503218907554476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.18099664897669615}",20,13,5.689490245993698,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.18009166573181265}",25,1,-4.115296581213279,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.1791912074031536}",20,0,29.70987627927107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.17829525136613783}",25,0,-65.17882325319715,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.17740377510930713}",20,12,-1.648443731246573,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1765167562337606}",25,8,-25.42942721825734,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,7,-17.630629526006345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.17475600159032884}",25,0,36.84593069956077,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.1738822215823772}",30,13,18.285873935627084,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17301281047446532}",30,23,10.636816487840541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.172147746422093}",25,0,25.313152112582177,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.1712870076899825}",20,0,21.839115045994713,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.1704305726515326}",20,12,12.804882709729023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16957841978827495}",25,13,7.681191732501162,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.16873052768933355}",20,0,28.92852223594446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.1678868750508869}",20,13,0.45613472970751046,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.16704744067563246}",25,10,14.452284178359658,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.1662122034722543}",25,10,28.72852179821429,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16538114245489302}",25,17,14.588954797712717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16455423674261857}",30,14,-14.230679228061673,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
362,False,"{'a': 0.5, 'e': 0.16373146555890547}",25,5,21.933859195719617,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16291280823111093}",20,15,8.28677081403299,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.1620982441899554}",25,14,22.088310784438697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.1612877529690056}",20,5,28.47022815314357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.1604813142041606}",20,3,31.071612427299033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15967890763313977}",20,16,9.16694454702453,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
